text,intent,labels,ner
could you please check and confirm last thing i said.,general_confirm,30,[]
checkout today third set alarm,alarm_query,0,"[('today', 'DATE'), ('third', 'ORDINAL')]"
can you turn my bathroom lights off,iot_hue_lightoff,48,[]
lessen the the light glow,iot_hue_lightdim,47,[]
open some cools jokes,general_joke,33,[]
please let me know when is sam's birthday,email_querycontact,26,"[('sam', 'PERSON')]"
this is not what i requested.,general_negate,34,[]
"dammit, that's not what i meant.",general_negate,34,[]
mute audio,audio_volume_mute,7,[]
are you solve my math,qa_maths,77,[]
change the alarm weekly settings,alarm_remove,1,"[('weekly', 'DATE')]"
"it doesn't really matter, olly.",general_dontcare,31,[]
dismiss my next event,calendar_remove,10,[]
remove seven am alarm,alarm_remove,1,"[('seven am', 'TIME')]"
i need everything deleted from calendar please,calendar_remove,10,[]
send an email and save the contact information for samuelwaters@hotmail dot com,email_addcontact,24,[]
can you get me train ticket prices please,transport_query,98,[]
please remove my next event,calendar_remove,10,[]
tell me news day before tomorrow,tell_me_news,95,"[('day before tomorrow', 'DATE')]"
let's play global thermonuclear war,play_game,66,[]
divide seventy six in two parts,qa_maths,77,"[('seventy six', 'CARDINAL'), ('two', 'CARDINAL')]"
the last friday of the month lands on what day,datetime_query,22,"[('the last friday of the month', 'DATE')]"
convert usa time in to indian time,datetime_convert,21,"[('usa', 'LOC'), ('indian', 'NORP')]"
please continue reading the hunger games,play_audiobook,65,"[('the hunger games', 'WORK_OF_ART')]"
what date is today,datetime_query,22,"[('today', 'DATE')]"
give details about the current traffic,transport_traffic,101,[]
please rate current song as five stars,music_likeness,57,"[('five', 'CARDINAL')]"
please check my facebook account,social_query,88,[]
How are you doing?,courtesygreeting,17,[]
erase next calendar event,calendar_remove,10,[]
tweet @wendys that i don't like their product,social_post,87,[]
play newest reason podcast,play_podcasts,70,[]
"that is of no importance for me, olly.",general_dontcare,31,"[('olly', 'PERSON')]"
Got any gossip,gossip,39,[]
"thank you for doing it, olly.",general_praise,35,"[('olly', 'PERSON')]"
turn off overhead light,iot_hue_lightoff,48,[]
what is the definition of problematic,qa_definition,75,[]
please play podcasts on science,play_podcasts,70,[]
send an email to my assistant clara to cancel all appointments for tomorrow,email_sendemail,27,"[('clara', 'PERSON'), ('tomorrow', 'DATE')]"
please check and repeat this song one time more,music_settings,59,"[('one', 'CARDINAL')]"
order me a cheese burger from tommy's burgers,takeaway_order,91,"[(""tommy's burgers"", 'ORG')]"
is the coffee ready,iot_coffee,45,[]
i want to hear a joke,general_joke,33,[]
please turn on coffee maker and start brew cycle,iot_coffee,45,[]
can you show me the popular posts from facebook today,social_query,88,[]
can you please clarify me more on your answer.,general_explain,32,[]
i want to know more about the upcoming commonwealth games,general_quirky,36,"[('commonwealth', 'EVENT')]"
can you create new list for me,lists_createoradd,54,[]
shut up,audio_volume_mute,7,[]
who recently posted on social media,social_query,88,[]
bring up a recipe for turkey meatballs,cooking_recipe,15,[]
I am Bella,greetingresponse,42,"[('I am', 'PERSON'), ('Bella', 'PERSON')]"
what is on the agenda for today,calendar_query,9,"[('today', 'DATE')]"
"it is great one, thank you.",general_praise,35,"[('one', 'CARDINAL')]"
could you tell me about the alerts i have set,alarm_query,0,[]
will you explain me about the last sentence further please.,general_explain,32,[]
dim the lights to level two,iot_hue_lightdim,47,"[('two', 'CARDINAL')]"
what is happening in the world today,news_query,61,"[('today', 'DATE')]"
select the item,lists_createoradd,54,[]
events in the local area,recommendation_events,80,[]
how can a cook risotto,cooking_recipe,15,[]
tell me weather forecast,weather_query,104,[]
what is the current stock price of rolls royce,qa_stock,78,"[('rolls royce', 'ORG')]"
show conversion rate of u. s. d. and euro,qa_currency,74,[]
how old is barack obaba,qa_factoid,76,"[('barack obaba', 'PERSON')]"
resume pride and prejudice,play_audiobook,65,[]
i am bored today,i_am_bored,43,"[('today', 'DATE')]"
please speak one more time again.,general_repeat,37,"[('one', 'CARDINAL')]"
start playing my most recent podcast,play_podcasts,70,[]
i appreciate your helping.,general_praise,35,[]
remove wake up calls for this week,alarm_remove,1,"[('this week', 'DATE')]"
delete happy dance playlist,lists_remove,56,[]
create packing checklist,lists_createoradd,54,[]
how are the top ten stocks at the moment,qa_stock,78,"[('ten', 'CARDINAL')]"
smart plug socket off please,iot_wemo_off,51,[]
your answer was not what i was looking for.,general_negate,34,[]
decrease speaker volume,audio_volume_down,6,[]
make five coffee tell the coffee machine,iot_coffee,45,"[('five', 'CARDINAL')]"
let me know about any alarms set today,alarm_query,0,"[('today', 'DATE')]"
book a train ticket from canada to las vegas,transport_ticket,100,"[('canada', 'GPE'), ('las vegas', 'GPE')]"
open news about bp oil,news_query,61,[]
could you make a train ticket for me,transport_ticket,100,[]
jokes,general_joke,33,[]
can you put on the giver,play_audiobook,65,[]
how do i get from my house to the target along i forty,transport_query,98,"[('forty', 'CARDINAL')]"
get radio,play_radio,71,[]
i like you stop it.,general_commandstop,29,[]
play football,play_games,67,[]
is my alarm set for seven am,alarm_set,2,"[('seven am', 'TIME')]"
how do you solve three two,qa_maths,77,"[('three two', 'CARDINAL')]"
play subway surfers with me,play_game,66,[]
play an fm,play_radio,71,[]
i want the wemo socket off,iot_wemo_off,51,[]
please dim the overhead lights,iot_hue_lightdim,47,[]
can you shut off please.,general_commandstop,29,[]
please will you shut off.,general_commandstop,29,[]
increase the bright of the light,iot_hue_lightup,50,[]
"s2, i don't get your words.",general_explain,32,[]
alarm time for twelve pm,alarm_set,2,"[('twelve pm', 'TIME')]"
what is included in the tour's list,lists_query,55,[]
hey turn off the light please,iot_hue_lightoff,48,[]
olly could you shut up please.,general_commandstop,29,[]
yeap the command was exact.,general_affirm,28,[]
order a large plain pizza from mimo's for me,takeaway_order,91,"[(""mimo's"", 'ORG')]"
how many kids jackie chan does have,qa_factoid,76,"[('jackie chan', 'PERSON')]"
olly can you shut off.,general_commandstop,29,[]
how do i cook a meatloaf,cooking_recipe,15,[]
delete the last list,lists_remove,56,[]
post the following status to facebook,social_post,87,[]
light green,iot_hue_lightchange,46,[]
send the email to john,email_sendemail,27,"[('john', 'PERSON')]"
report alarm settings,alarm_query,0,[]
how many of my contacts live or work in detroit,email_querycontact,26,"[('detroit', 'GPE')]"
have a moan at easyjet,social_post,87,"[('easyjet', 'ORG')]"
olly please can you cancel.,general_commandstop,29,[]
let me know about the stock rate of a microsoft,qa_stock,78,"[('microsoft', 'ORG')]"
i would like to solve maths issues,general_quirky,36,[]
minimize the lights,iot_hue_lightdim,47,[]
tell me the last spoke one more time.,general_repeat,37,"[('one', 'CARDINAL')]"
play stuff you should know,play_podcasts,70,[]
describe a fifty inch smart tv,qa_definition,75,"[('fifty inch', 'QUANTITY')]"
could you please shut down.,general_commandstop,29,[]
i need coffee,iot_coffee,45,[]
please turn off shuffle setting,music_settings,59,[]
can you please order some food for me,takeaway_order,91,[]
save the opinion that i just posted to this song,music_likeness,57,[]
on the radio it is time for good music,play_radio,71,[]
change light colors,iot_hue_lightchange,46,[]
delete every event,calendar_remove,10,[]
remove my dinner event for monday,calendar_remove,10,"[('monday', 'DATE')]"
what's good news,tell_me_news,95,[]
what is telekenesis,qa_definition,75,"[('telekenesis', 'PERSON')]"
"s2, i was not so clear about what you said now.",general_explain,32,[]
on every tuesday remind me to go shopping,calendar_set,11,"[('tuesday', 'DATE')]"
how many alarms are currently on my phone,alarm_query,0,[]
can you book me a train ticket to boston for next tuesday,transport_ticket,100,"[('boston', 'GPE'), ('next tuesday', 'DATE')]"
please archive my read messages,email_query,25,[]
recommend songs based on my playlist,music_query,58,[]
cancel my eight am alarm,alarm_remove,1,"[('eight am', 'TIME')]"
let's roll the dice,play_game,66,[]
i love this song,music_likeness,57,[]
nearest walmart location,recommendation_locations,81,"[('walmart', 'ORG')]"
about reality in world,general_quirky,36,[]
what's jesse's birthday,email_querycontact,26,"[('jesse', 'PERSON')]"
What are your capabilities?,what_can_you_do,105,[]
add to calendar may two is mary's birthday repeat every year,calendar_set,11,"[('may two', 'DATE'), ('mary', 'PERSON')]"
price of train ticket from delhi to mumbai,transport_query,98,"[('delhi', 'GPE'), ('mumbai', 'GPE')]"
Wasn't speaking to you,nottalking2u,62,[]
olly can you cancel please.,general_commandstop,29,[]
what do you mean by it.,general_explain,32,[]
make the lights blue please,iot_hue_lightchange,46,[]
Not talking to you,nottalking2u,62,[]
wake me at seven am,alarm_set,2,"[('seven am', 'TIME')]"
please add a new email in my contacts from sara,email_addcontact,24,"[('sara', 'PERSON')]"
puzzles and games app,play_game,66,[]
lets listen to hunt for read october,play_audiobook,65,"[('october', 'DATE')]"
what's the time for neighboring city,datetime_query,22,[]
list the items on my shopping list,lists_query,55,[]
hey play the songs from my playlist named good tunes,play_music,68,"[('good tunes', 'WORK_OF_ART')]"
put the news on bbc,play_radio,71,"[('bbc', 'ORG')]"
"it was nice one, thank you very much.",general_praise,35,"[('one', 'CARDINAL')]"
play magic run after thirty min,play_audiobook,65,"[('thirty min', 'TIME')]"
how do i get the answer to two plus two,qa_maths,77,"[('two', 'CARDINAL'), ('two', 'CARDINAL')]"
how many emails do i have in the last fifteen minutes,email_query,25,"[('the last fifteen minutes', 'TIME')]"
remove events from my list,lists_remove,56,[]
what's close by for dinner,recommendation_locations,81,[]
i need a cab in thirty minutes,transport_taxi,99,"[('thirty minutes', 'TIME')]"
you have understood my instructions perfectly.,general_affirm,28,[]
blue lights please,iot_hue_lightchange,46,[]
are there dog shows going on near new york city,recommendation_events,80,"[('new york city', 'GPE')]"
"s1, again explain to me please.",general_explain,32,[]
play my favorite music,play_music,68,[]
bed room two switch off the lights,iot_hue_lightoff,48,"[('two', 'CARDINAL')]"
when does panama city mall open,recommendation_events,80,"[('panama city mall', 'FAC')]"
thanks but you have got it incorrect.,general_negate,34,[]
lower the brightness,iot_hue_lightdim,47,[]
play the bjork album i've heard the least,play_music,68,"[('bjork', 'WORK_OF_ART')]"
"hmm, it is not what i wanted.",general_negate,34,[]
what is my recent email activity,email_query,25,[]
tell me all events for today in my city,recommendation_events,80,"[('today', 'DATE')]"
I was not talking to you,nottalking2u,62,[]
i want to start a new list,lists_createoradd,54,[]
show me derek's contact information,email_querycontact,26,"[('derek', 'PERSON')]"
show me my calendar event this friday afternoon,calendar_query,9,"[('friday', 'DATE')]"
get a me a train ticket to milwaukee from chicago on sunday morning,transport_ticket,100,"[('milwaukee', 'GPE'), ('chicago', 'GPE'), ('sunday', 'DATE')]"
please tell me when i can become rich if i invested in dow stocks today and what will be the return after five years,qa_stock,78,"[('dow', 'ORG'), ('today', 'DATE'), ('five years', 'DATE')]"
check in a taxi for booking,transport_taxi,99,[]
what is piramid,qa_definition,75,[]
talk quieter please,audio_volume_down,6,[]
are there any veg restaurants in phoenix,recommendation_locations,81,"[('phoenix', 'GPE')]"
what is the timing of bagmati express,transport_query,98,[]
tell me if there are any events from three to five,calendar_query,9,"[('from three to five', 'TIME')]"
two pm set,alarm_set,2,"[('two pm', 'TIME')]"
what is google,qa_definition,75,"[('google', 'ORG')]"
volume control decrease,volume_control,103,[]
let me know about upcoming events,calendar_query,9,[]
i need a reminder alarm at one,alarm_set,2,"[('one', 'CARDINAL')]"
are there any accidents today,transport_traffic,101,"[('today', 'DATE')]"
remember this email,email_addcontact,24,[]
please set alarm for,alarm_set,2,[]
wake me at daybreak,alarm_set,2,[]
show me the available colours of lights,iot_hue_lightchange,46,[]
please add one plus one,qa_maths,77,"[('one', 'CARDINAL'), ('one', 'CARDINAL')]"
tell me a joke about a man,general_joke,33,[]
could you again elaborate me on your answers please.,general_explain,32,[]
save that email as a new contact,email_addcontact,24,[]
"you are so helpful, thank you so much.",general_praise,35,[]
volume control increase by 10,volume_control,103,"[('10', 'CARDINAL')]"
i want the lights turned off,iot_hue_lightoff,48,[]
what is the deepest point on earth,qa_factoid,76,"[('earth', 'LOC')]"
